Date,Num,Name,A/P Paid
08/05/2025,080525,City of Houston,Paid
08/05/2025,080525,City of Houston,Paid
08/05/2025,24 022 142-4 Aug25,Reliant,Paid
08/05/2025,24 030 938-5  Aug25,Reliant,Paid
07/17/2025,9000-3383-2016 Jul25,City of Houston,Paid
07/17/2025,071725,Reliant,Paid
07/17/2025,071725,Centerpoint Energy,Paid
07/09/2025,13816841-4 Jul25,Centerpoint Energy,Paid
07/08/2025,23 204 846-2 Jul25,Reliant,Paid
07/08/2025,23 204 847-0 Jul25,Reliant,Paid
07/08/2025,23 204 849-6 Jul25,Reliant,Paid
07/08/2025,23 245 427-2 Jul25,Reliant,Paid
07/08/2025,23 204 855-3 Jul25,Reliant,Paid
07/08/2025,23 204 856-1 Jul25,Reliant,Paid
07/08/2025,23 245 436-3 Jul25,Reliant,Paid
07/09/2025,13816837-2 Jul25,Centerpoint Energy,Paid
07/09/2025,13816838-0 Jul25,Centerpoint Energy,Paid
07/09/2025,13816839-8 Jul25,Centerpoint Energy,Paid
07/10/2025,071025,Centerpoint Energy,Paid
07/15/2025,9000-3448-8016 Jul25,City of Houston,Paid
07/10/2025,071025,City of Houston,Paid
07/11/2025,9000-3232-5012 Jul25,City of Houston,Paid
07/14/2025,2408-9636-1955 Jul25,City of Houston,Paid
07/14/2025,9000-3651-9016 Jul25,City of Houston,Paid
07/14/2025,9000-3652-0014 Jul25,City of Houston,Paid
07/14/2025,9000-3652-1012 Jul25,City of Houston,Paid
07/14/2025,9000-3652-2010 Jul25,City of Houston,Paid
07/14/2025,9000-3652-3018 Jul25,City of Houston,Paid
07/14/2025,9000-3652-4016 Jul25,City of Houston,Paid
07/15/2025,2038-9796-1256 Jul25,City of Houston,Paid
06/06/2025,23 245 427-2 Jun25,Reliant,Paid
06/06/2025,23 204 847-0 Jun25,Reliant,Paid
06/06/2025,23 204 846-2 Jun25,Reliant,Paid
05/07/2025,23 245 432-2 May25,Reliant,Paid
05/02/2025,12131096-5 Apr25,Centerpoint Energy,Paid
05/06/2025,13831930-6 May25 F,Centerpoint Energy,Paid
05/07/2025,9000-3232-4015 May25,City of Houston,Paid
05/07/2025,9000-3232-5012 May25,City of Houston,Paid
05/07/2025,9000-3232-6010 May25,City of Houston,Paid
05/07/2025,9000-3232-7018 May25,City of Houston,Paid
05/07/2025,9000-3232-8016 May25,City of Houston,Paid
05/07/2025,13816841-4 May25,Centerpoint Energy,Paid
05/07/2025,13816839-8 May25,Centerpoint Energy,Paid
05/07/2025,13816838-0 May25,Centerpoint Energy,Paid
05/07/2025,13816836-4 May25,Centerpoint Energy,Paid
05/07/2025,13816837-2 May25,Centerpoint Energy,Paid
05/07/2025,23 204 846-2 May25,Reliant,Paid
05/07/2025,23 204 847-0 May25,Reliant,Paid
05/07/2025,23 204 849-6 May25,Reliant,Paid
05/07/2025,23 204 851-2 May25,Reliant,Paid
05/07/2025,23 245 427-2 May25,Reliant,Paid
05/07/2025,23 204 855-3 May25,Reliant,Paid
05/07/2025,23 204 856-1 May25,Reliant,Paid
05/07/2025,23 245 436-3 May25,Reliant,Paid
05/07/2025,23 264 549-9 May25,Reliant,Paid
05/07/2025,23 355 823-8 May25,Reliant,Paid
05/07/2025,23 245 428-0 May25,Reliant,Paid
05/02/2025,12131038-7 Apr25,Centerpoint Energy,Paid
05/01/2025,13737752-9 May25,Centerpoint Energy,Paid
05/01/2025,13734347-1 May25,Centerpoint Energy,Paid
04/21/2025,9000-2819-3010 Apr25,City of Houston,Paid
04/17/2025,041725,City of Houston,Paid
04/17/2025,041725,Centerpoint Energy,Paid
04/17/2025,041725,Reliant,Paid
04/17/2025,2422-1600-2525 Apr25,City of Houston,Paid
04/17/2025,9000-3494-8019 Apr25,City of Houston,Paid
04/17/2025,9000-3612-7018 Apr25,City of Houston,Paid
04/18/2025,9000-3515-9012 Apr25,City of Houston,Paid
04/18/2025,23 204 853-8 Apr25 F,Reliant,Paid
04/21/2025,3314-7326-1252 Apr25,City of Houston,Paid
04/21/2025,3123-8188-2918 Apr25,City of Houston,Paid
04/23/2025,2746-8420-1024 Apr25,City of Houston,Paid
05/01/2025,13734346-3 May25,Centerpoint Energy,Paid
04/23/2025,2746-8428-1547 Apr25,City of Houston,Paid
04/23/2025,9000-3383-3014 Apr25,City of Houston,Paid
04/23/2025,9000-3383-2016 Apr25,City of Houston,Paid
04/23/2025,2422-1632-1487 Apr25,City of Houston,Paid
04/24/2025,3319-1276-2647 Apr25,City of Houston,Paid
04/24/2025,3319-1334-2647 Apr25,City of Houston,Paid
04/24/2025,9000-2987-6019 Apr25,City of Houston,Paid
05/01/2025,050125,City of Houston,Paid
05/01/2025,13738106-7 May25,Centerpoint Energy,Paid
05/01/2025,13734450-3 May25,Centerpoint Energy,Paid
05/07/2025,23 245 429-8 May25,Reliant,Paid
05/07/2025,23 245 433-0 May25,Reliant,Paid
06/06/2025,23 204 849-6 Jun25,Reliant,Paid
05/07/2025,23 245 435-5 May25,Reliant,Paid
05/21/2025,9000-2819-3010 May25,City of Houston,Paid
05/22/2025,052225,City of Houston,Paid
05/22/2025,052225,Reliant,Paid
05/22/2025,052225,City of Houston,Paid
05/22/2025,052225,City of Houston,Paid
05/22/2025,2422-1632-1487 May25,City of Houston,Paid
05/27/2025,9000-2987-6019 May25,City of Houston,Paid
05/27/2025,9000-2987-7017 May25,City of Houston,Paid
05/27/2025,9000-3515-9012 May25,City of Houston,Paid
05/29/2025,052925,City of Houston,Paid
06/02/2025,13734450-3 Jun25 F,Centerpoint Energy,Paid
06/02/2025,13734347-1 Jun25,Centerpoint Energy,Paid
06/02/2025,13738106-7 Jun25,Centerpoint Energy,Paid
06/02/2025,13737752-9 Jun25,Centerpoint Energy,Paid
06/03/2025,12131038-7 Jun25,Centerpoint Energy,Paid
06/03/2025,12131096-5 Jun25,Centerpoint Energy,Paid
06/04/2025,13734447-9 Jun25 F,Centerpoint Energy,Paid
06/05/2025,062525,City of Houston,Paid
06/06/2025,13816836-4 Jun25 F,Centerpoint Energy,Paid
06/06/2025,13816837-2 Jun25,Centerpoint Energy,Paid
06/06/2025,13816838-0 Jun25,Centerpoint Energy,Paid
06/06/2025,13816839-8 Jun25,Centerpoint Energy,Paid
06/06/2025,13816841-4 Jun25,Centerpoint Energy,Paid
05/21/2025,3314-7326-1252 May25,City of Houston,Paid
05/21/2025,3123-8188-2918 May25,City of Houston,Paid
05/20/2025,2864-6140-1072 May25,City of Houston,Paid
05/13/2025,9000-3652-4016 May25,City of Houston,Paid
05/08/2025,050825,City of Houston,Paid
05/08/2025,050825,Reliant,Paid
05/08/2025,050825,Reliant,Paid
05/08/2025,050825,Centerpoint Energy,Paid
05/12/2025,3319-1334-2647 May25F,City of Houston,Paid
05/13/2025,9000-3651-9016 May25,City of Houston,Paid
05/13/2025,9000-3652-0014 May25,City of Houston,Paid
05/13/2025,9000-3652-1012 May25,City of Houston,Paid
05/13/2025,9000-3652-2010 May25,City of Houston,Paid
05/13/2025,9000-3652-3018 May25,City of Houston,Paid
05/14/2025,2038-9796-1256 May25,City of Houston,Paid
05/19/2025,9000-3494-8019 May25,City of Houston,Paid
05/14/2025,9000-3448-8016 May25,City of Houston,Paid
05/15/2025,051525,Centerpoint Energy,Paid
05/16/2025,2425-4704-1531 May25D,City of Houston,Paid
05/16/2025,9000-3383-3014 May25,City of Houston,Paid
05/16/2025,9000-3383-2016 May25,City of Houston,Paid
05/16/2025,9000-2819-2012 May25D,City of Houston,Paid
05/16/2025,9000-2999-6023 May25D,City of Houston,Paid
05/19/2025,7141,City of Houston,Paid
05/19/2025,9000-3612-7018 May25,City of Houston,Paid
05/19/2025,9000-3612-8016 May25,City of Houston,Paid
07/23/2025,2864-6140-1072 Jul25,City of Houston,Paid
